Third Party ID,First Name,Last Name,Category,RegistrationStatus,Barcode,Company,Country,Email,Job Title,Nr. of check-ins,organisationType,Company (Custom Field),Country (Custom Field),createdOnsite,First Name (Custom Field),Job Title (Custom Field),Last Name (Custom Field),nationality,State,tags,website,FielddriveID,Attended,Confirmed/No show
7wttgngwr0o9t,Yusuf,Deng,Cloud & Infrastructure,No show,vy917vofhj9d9,Amazon Web Services,US,yusuf.deng@aws.amazon.com,Head of Developer Relations,0,Cloud & Infrastructure,Amazon Web Services,US,,Yusuf,Head of Developer Relations,Deng,United States,,,www.aws.amazon.com,8708563,0,0
ldewsvsh4ejsh,Jing,Tan,IT Consulting & SI,Attended,vk0fy6e98ifmy,Deloitte Technology,US,jing.tan@deloitte.com,Director of Technology,2,IT Consulting & SI,Deloitte Technology,US,,Jing,Director of Technology,Tan,United States,,,www.deloitte.com,8910506,0,0
junr3bxho8syb,Hong,Huang,IT Consulting & SI,Attended,vns3yms6ai1tt,Accenture,IE,hong.huang@accenture.com,Managing Consultant,2,IT Consulting & SI,Accenture,IE,,Hong,Managing Consultant,Huang,Ireland,,,www.accenture.com,8083993,0,0
hd8kl6t6rxdgn,Sipho,Peterson,Cloud & Infrastructure,Attended,vriahj8nk1gbr,Elastic,NL,sipho.peterson@elastic.co,Senior Site Reliability Engineer,3,Cloud & Infrastructure,Elastic,NL,,Sipho,Senior Site Reliability Engineer,Peterson,Netherlands,,,www.elastic.co,8642726,0,0
au5s843u73z8e,Melissa,Park,IT Consulting & SI,Attended,vztmbaod52sjy,Wipro,IN,melissa.park@wipro.com,Technology Consultant,4,IT Consulting & SI,Wipro,IN,,Melissa,Technology Consultant,Park,India,,,www.wipro.com,7896030,0,0
zq7q5xcb7esqk,Amit,Nielsen,VC & Private Equity,No show,vp7a8wzjwlnm5,Tiger Global,US,amit.nielsen@tigerglobal.com,Venture Associate,0,VC & Private Equity,Tiger Global,US,,Amit,Venture Associate,Nielsen,United States,,,www.tigerglobal.com,7832580,0,0
xulacd9jymgkl,Akiko,Jones,Cybersecurity,Attended,vcwsevwnm7ko3,Okta,US,akiko.jones@okta.com,Head of Information Security,3,Cybersecurity,Okta,US,,Akiko,Head of Information Security,Jones,United States,,,www.okta.com,8107433,0,0
90gnvygiav590,Rohit,White,Enterprise Software,Attended,vmzenk5z3gm5c,Box,US,rohit.white@box.com,Staff Software Engineer,2,Enterprise Software,Box,US,,Rohit,Staff Software Engineer,White,United States,,,www.box.com,7173391,0,0
2zgnb3u5l1gsm,Daniel,Malhotra,IT Consulting & SI,Attended,vx74xutz7jcpu,Accenture,IE,daniel.malhotra@accenture.com,Senior Technology Consultant,2,IT Consulting & SI,Accenture,IE,,Daniel,Senior Technology Consultant,Malhotra,Ireland,,,www.accenture.com,7488547,0,0
bm0k5zxx0ux8y,Patricia,Rodriguez,Cloud & Infrastructure,Attended,va0w03bkfd47l,Google Cloud,US,patricia.rodriguez@cloud.google.com,Staff Infrastructure Engineer,2,Cloud & Infrastructure,Google Cloud,US,,Patricia,Staff Infrastructure Engineer,Rodriguez,United States,,,www.cloud.google.com,8332696,0,0
2wcy445azd30m,Sarah,Nair,Cybersecurity,Attended,v4efs17cso2hb,Rapid7,US,sarah.nair@rapid7.com,VP of Security,3,Cybersecurity,Rapid7,US,,Sarah,VP of Security,Nair,United States,,,www.rapid7.com,8540196,0,0
rchx8x7fscnjh,Marie,Banerjee,Media/Press,Attended,va6dzbyhsob5n,MIT Technology Review,US,marie.banerjee@technologyreview.com,Tech Reporter,2,Media/Press,MIT Technology Review,US,,Marie,Tech Reporter,Banerjee,United States,,,www.technologyreview.com,8691527,0,0
gfikcsdu3pjtc,Barbara,Ho,Dev Tools & Platforms,Attended,vs5qx82511vs0,Sentry,US,barbara.ho@sentry.io,Developer Advocate,2,Dev Tools & Platforms,Sentry,US,,Barbara,Developer Advocate,Ho,United States,,,www.sentry.io,8944725,0,0
0h6ip6c9nsj37,Haruto,Nielsen,VC & Private Equity,Attended,vpx9cw2lmegs7,Lightspeed Venture Partners,US,haruto.nielsen@lsvp.com,Partner,3,VC & Private Equity,Lightspeed Venture Partners,US,,Haruto,Partner,Nielsen,United States,,,www.lsvp.com,7055540,0,0
4mxu8nihjupev,Ying,Ong,VC & Private Equity,Attended,vmy2en6zg8kpx,Tiger Global,US,ying.ong@tigerglobal.com,Venture Associate,3,VC & Private Equity,Tiger Global,US,,Ying,Venture Associate,Ong,United States,,,www.tigerglobal.com,8485896,0,0
3mzgh4a9zj1pv,Ren,Parker,Enterprise Software,Attended,vpyh75ezm5c2w,Microsoft,US,ren.parker@microsoft.com,Principal Product Manager,3,Enterprise Software,Microsoft,US,,Ren,Principal Product Manager,Parker,United States,,,www.microsoft.com,8423894,0,0
jpub9mpgdgmle,Hyun,Tran,AI & Data,Attended,vqwsoqx5g94zu,Pinecone,US,hyun.tran@pinecone.io,Senior Data Scientist,4,AI & Data,Pinecone,US,,Hyun,Senior Data Scientist,Tran,United States,,,www.pinecone.io,8487061,0,0
v9p79zwnmwvlp,Amit,Rossi,Enterprise Software,Attended,v1cxeqf1ezjlm,Microsoft,US,amit.rossi@microsoft.com,Director of Engineering,3,Enterprise Software,Microsoft,US,,Amit,Director of Engineering,Rossi,United States,,,www.microsoft.com,7474622,0,0
ngnlnhahsmlp4,Yuki,Xu,Hardware & Semiconductors,Attended,v5cdgvxza0cr8,AMD,US,yuki.xu@amd.com,Director of Engineering,3,Hardware & Semiconductors,AMD,US,,Yuki,Director of Engineering,Xu,United States,,,www.amd.com,8688039,0,0
negj5qc0ue2mh,Franz,Wee,Staff,Attended,vopqh5lkrl8se,FieldDrive Events,BE,franz.wee@fielddrive.com,Technical Support Specialist,3,Staff,FieldDrive Events,BE,,Franz,Technical Support Specialist,Wee,Belgium,,,www.fielddrive.com,8672774,0,0
4497ysltdnqd9,Emma,Miller,VC & Private Equity,Attended,vpqr9pe6c4zdb,Sequoia Capital,US,emma.miller@sequoiacap.com,Principal,4,VC & Private Equity,Sequoia Capital,US,,Emma,Principal,Miller,United States,,,www.sequoiacap.com,7040790,0,0
7srdfx9y5edew,Frank,Turner,Cybersecurity,Attended,v1qrz2v6nyc3g,Palo Alto Networks,US,frank.turner@paloaltonetworks.com,Director of Cybersecurity,3,Cybersecurity,Palo Alto Networks,US,,Frank,Director of Cybersecurity,Turner,United States,,,www.paloaltonetworks.com,8472368,0,0
r668so4vrot1b,Divya,Perez,Enterprise Software,Attended,vgddzhxeohdvh,Freshworks,IN,divya.perez@freshworks.com,Director of Engineering,3,Enterprise Software,Freshworks,IN,,Divya,Director of Engineering,Perez,India,,,www.freshworks.com,8617690,0,0
x3o4tzco9xep5,Ngozi,Mitchell,Staff,Attended,v8h0hui0bxxow,TechForward Organising Committee,SG,ngozi.mitchell@techforwardsummit.com,Registration & Badging Lead,4,Staff,TechForward Organising Committee,SG,,Ngozi,Registration & Badging Lead,Mitchell,Singapore,,,www.techforwardsummit.com,8241282,0,0
rmepsv6txjn6y,Pranav,Shah,IT Consulting & SI,Attended,v830x7q3vqjdd,Deloitte Technology,US,pranav.shah@deloitte.com,"Solution Architect, Digital",4,IT Consulting & SI,Deloitte Technology,US,,Pranav,"Solution Architect, Digital",Shah,United States,,,www.deloitte.com,8476901,0,0
jalmb2w17jh2t,Oliver,Petit,IT Consulting & SI,Attended,vwlljue0ru90s,Capgemini,FR,oliver.petit@capgemini.com,Associate Director,3,IT Consulting & SI,Capgemini,FR,,Oliver,Associate Director,Petit,France,,,www.capgemini.com,8425521,0,0
ad1exti3twaom,Anita,Hansen,Hardware & Semiconductors,Attended,vkj15cq5udfg1,Intel,US,anita.hansen@intel.com,Senior Chip Design Engineer,3,Hardware & Semiconductors,Intel,US,,Anita,Senior Chip Design Engineer,Hansen,United States,,,www.intel.com,7310967,0,0
fvwuy6njyptn6,Ping,Sanchez,Cloud & Infrastructure,Attended,vv4jen6zeeto2,Google Cloud,US,ping.sanchez@cloud.google.com,Senior Site Reliability Engineer,3,Cloud & Infrastructure,Google Cloud,US,,Ping,Senior Site Reliability Engineer,Sanchez,United States,,,www.cloud.google.com,8731121,0,0
8fg9wkritidoi,Liang,Gupta,Dev Tools & Platforms,Attended,vmn12a6wsnaeg,LaunchDarkly,US,liang.gupta@launchdarkly.com,Staff Software Engineer,3,Dev Tools & Platforms,LaunchDarkly,US,,Liang,Staff Software Engineer,Gupta,United States,,,www.launchdarkly.com,7716257,0,0
3dqumg1p8ahwl,Tao,Wright,AI & Data,Attended,vdv63yd6o8dcr,Weights & Biases,US,tao.wright@wandb.ai,Head of Data Science,3,AI & Data,Weights & Biases,US,,Tao,Head of Data Science,Wright,United States,,,www.wandb.ai,7380068,0,0
udflpsgy7i957,Pranav,Cao,AI & Data,Attended,vmph9fe36epce,Scale AI,US,pranav.cao@scale.com,ML Solutions Architect,1,AI & Data,Scale AI,US,,Pranav,ML Solutions Architect,Cao,United States,,,www.scale.com,7547474,0,0
rx0zeor8kshk4,Pranav,Asante,Enterprise Software,Attended,vrqsflqs2i1br,Zendesk,US,pranav.asante@zendesk.com,Principal Product Manager,3,Enterprise Software,Zendesk,US,,Pranav,Principal Product Manager,Asante,United States,,,www.zendesk.com,8688972,0,0
4li8zsfh42fdh,Christopher,Iyer,Enterprise Software,No show,vxs51hfbsz91n,Zendesk,US,christopher.iyer@zendesk.com,Engineering Manager,0,Enterprise Software,Zendesk,US,,Christopher,Engineering Manager,Iyer,United States,,,www.zendesk.com,7477236,0,0
nj6edx1w7pk1w,Angela,Cook,IT Consulting & SI,Attended,v68vj8seb2iaa,TCS,IN,angela.cook@tcs.com,Director of Technology,3,IT Consulting & SI,TCS,IN,,Angela,Director of Technology,Cook,India,,,www.tcs.com,7653706,0,0
sxuvyga6xb51s,Fazilah,Tan,AI & Data,Attended,v28pug8lvswyx,Weaviate,NL,fazilah.tan@weaviate.io,Principal ML Engineer,3,AI & Data,Weaviate,NL,,Fazilah,Principal ML Engineer,Tan,Netherlands,,,www.weaviate.io,7064816,0,0
v7zehy7r567fc,Dennis,Suzuki,Dev Tools & Platforms,No show,vp48p6l5ywcgd,Twilio,US,dennis.suzuki@twilio.com,Platform Product Manager,0,Dev Tools & Platforms,Twilio,US,,Dennis,Platform Product Manager,Suzuki,United States,,,www.twilio.com,7088715,0,0
z2zfj4dzv22kf,Jae-Won,Hu,IT Consulting & SI,Attended,vfjtcja48tphg,Infosys,IN,jaewon.hu@infosys.com,Managing Consultant,1,IT Consulting & SI,Infosys,IN,,Jae-Won,Managing Consultant,Hu,India,,,www.infosys.com,8229158,0,0
u0st71tn1ylpk,Ying,Foo,Dev Tools & Platforms,Attended,vt0cyxh2nvsax,Sentry,US,ying.foo@sentry.io,Senior Developer Advocate,3,Dev Tools & Platforms,Sentry,US,,Ying,Senior Developer Advocate,Foo,United States,,,www.sentry.io,7357907,0,0
hj5zg3280vwui,Yusuf,Brown,Cloud & Infrastructure,Attended,vh1zravof34rn,MongoDB,US,yusuf.brown@mongodb.com,Head of Developer Relations,4,Cloud & Infrastructure,MongoDB,US,,Yusuf,Head of Developer Relations,Brown,United States,,,www.mongodb.com,8900997,0,0
s26kva65i5fgp,Michelle,Martinez,Cloud & Infrastructure,Attended,vh5gctqhivep1,Google Cloud,US,michelle.martinez@cloud.google.com,DevOps Engineer,1,Cloud & Infrastructure,Google Cloud,US,,Michelle,DevOps Engineer,Martinez,United States,,,www.cloud.google.com,8119224,0,0
3vopwc3qsmxjj,Kento,Romano,IT Consulting & SI,Attended,vdq1cpfchmeqv,NTT Data,JP,kento.romano@nttdata.com,Technology Consultant,3,IT Consulting & SI,NTT Data,JP,,Kento,Technology Consultant,Romano,Japan,,,www.nttdata.com,8546830,0,0
c1oph944kxsca,Fatimah,Teo,Enterprise Software,Attended,vef0w8m8g5dm1,Intuit,US,fatimah.teo@intuit.com,Senior Solutions Engineer,3,Enterprise Software,Intuit,US,,Fatimah,Senior Solutions Engineer,Teo,United States,,,www.intuit.com,8210709,0,0
vzsr87r9hn42k,Rebecca,Chua,IT Consulting & SI,No show,v39gy7ml1fbpo,Slalom,US,rebecca.chua@slalom.com,Cloud Migration Specialist,0,IT Consulting & SI,Slalom,US,,Rebecca,Cloud Migration Specialist,Chua,United States,,,www.slalom.com,8192616,0,0
rxjdd7o41r9u6,Peter,Silva,Cloud & Infrastructure,Attended,v8dh0hx6z8w7n,Confluent,US,peter.silva@confluent.io,Staff Infrastructure Engineer,1,Cloud & Infrastructure,Confluent,US,,Peter,Staff Infrastructure Engineer,Silva,United States,,,www.confluent.io,7763041,0,0
pmk5ildijvw88,Carmen,Anderson,IT Consulting & SI,Attended,vnwknf0wpfwkr,Cognizant,US,carmen.anderson@cognizant.com,Technology Consultant,3,IT Consulting & SI,Cognizant,US,,Carmen,Technology Consultant,Anderson,United States,,,www.cognizant.com,8525501,0,0
wm5qmi3py2yla,Edward,Schmidt,Cloud & Infrastructure,Attended,vmvgh90lp1eiw,Amazon Web Services,US,edward.schmidt@aws.amazon.com,DevOps Engineer,3,Cloud & Infrastructure,Amazon Web Services,US,,Edward,DevOps Engineer,Schmidt,United States,,,www.aws.amazon.com,7698691,0,0
luabwhn8kdhje,Henrik,Harris,Enterprise Software,Attended,vdindyzlbp8eg,Atlassian,AU,henrik.harris@atlassian.com,VP of Sales,2,Enterprise Software,Atlassian,AU,,Henrik,VP of Sales,Harris,Australia,,,www.atlassian.com,7398211,0,0
wp1862mr9w4v4,Nicholas,Garcia,Cybersecurity,Attended,vpsv8js1pkpl1,SentinelOne,US,nicholas.garcia@sentinelone.com,VP of Security,3,Cybersecurity,SentinelOne,US,,Nicholas,VP of Security,Garcia,United States,,,www.sentinelone.com,7983921,0,0
481d2pr4p6bpb,Sota,Li,Dev Tools & Platforms,Attended,v8zf234n36fts,Temporal,US,sota.li@temporal.io,Platform Product Manager,2,Dev Tools & Platforms,Temporal,US,,Sota,Platform Product Manager,Li,United States,,,www.temporal.io,8007025,0,0
zbtk3ms0tps7k,Edward,Fischer,IT Consulting & SI,Attended,vqz1yqmblmswb,McKinsey Digital,US,edward.fischer@mckinsey.com,Cloud Migration Specialist,2,IT Consulting & SI,McKinsey Digital,US,,Edward,Cloud Migration Specialist,Fischer,United States,,,www.mckinsey.com,8901282,0,0
jt2hjqvit8xpk,Judith,Ito,IT Consulting & SI,Attended,vdcp2hn4paop6,Deloitte Technology,US,judith.ito@deloitte.com,Associate Director,2,IT Consulting & SI,Deloitte Technology,US,,Judith,Associate Director,Ito,United States,,,www.deloitte.com,8520140,0,0
xv7qap108b1j8,Sung,Xu,Cloud & Infrastructure,Attended,vcibwq6fodnim,Datadog,US,sung.xu@datadoghq.com,DevOps Engineer,4,Cloud & Infrastructure,Datadog,US,,Sung,DevOps Engineer,Xu,United States,,,www.datadoghq.com,8277429,0,0
dtuxi3khmh50g,Ethan,Li,VC & Private Equity,Attended,vk5czczmz00kg,Insight Partners,US,ethan.li@insightpartners.com,Partner,2,VC & Private Equity,Insight Partners,US,,Ethan,Partner,Li,United States,,,www.insightpartners.com,8197303,0,0
y3ibdycibb0tv,Yuto,Hidayat,Hardware & Semiconductors,Attended,vve4jjh1x8jxc,Marvell Technology,US,yuto.hidayat@marvell.com,Chief Technology Officer,2,Hardware & Semiconductors,Marvell Technology,US,,Yuto,Chief Technology Officer,Hidayat,United States,,,www.marvell.com,8249778,0,0
0xdkqzu3ct96e,Hiroshi,Abdullah,Enterprise Software,Attended,v9ss7dc6jaeo2,Atlassian,AU,hiroshi.abdullah@atlassian.com,Solutions Architect,2,Enterprise Software,Atlassian,AU,,Hiroshi,Solutions Architect,Abdullah,Australia,,,www.atlassian.com,7930412,0,0
icho8hmr1rs12,Melissa,Dlamini,AI & Data,Attended,vr5dp5pe1yf03,Palantir Technologies,US,melissa.dlamini@palantir.com,Head of Data Science,3,AI & Data,Palantir Technologies,US,,Melissa,Head of Data Science,Dlamini,United States,,,www.palantir.com,7150423,0,0
z24e4hwy3ohvv,Dennis,Zeng,Enterprise Software,Attended,vaszxskubh0y8,Microsoft,US,dennis.zeng@microsoft.com,Principal Product Manager,3,Enterprise Software,Microsoft,US,,Dennis,Principal Product Manager,Zeng,United States,,,www.microsoft.com,7649192,0,0
