Third Party ID,First Name,Last Name,Category,RegistrationStatus,Barcode,Company,Country,Email,Job Title,Nr. of check-ins,organisationType,Company (Custom Field),Country (Custom Field),createdOnsite,First Name (Custom Field),Job Title (Custom Field),Last Name (Custom Field),nationality,State,tags,website,FielddriveID,Attended,Confirmed/No show
rpzlk3e4xyf9i,Ryan,Kim,Enterprise Software,Attended,vrpzlk3e4xyf9i,Microsoft,US,ryan.kim@microsoft.com,Customer Success Manager,1,Enterprise Software,Microsoft,US,,Ryan,Customer Success Manager,Kim,United States,,,www.microsoft.com,5000028,0,0
5glqj5sxvwvm4,Lars,Campbell,AI & Data,No show,v5glqj5sxvwvm4,Hugging Face,US,lars.campbell@huggingface.co,AI/ML Platform Lead,0,AI & Data,Hugging Face,US,,Lars,AI/ML Platform Lead,Campbell,United States,,,www.huggingface.co,5000029,0,0
3zkwdeekgyspe,Xiao,Hu,Enterprise Software,Attended,v3zkwdeekgyspe,HubSpot,US,xiao.hu@hubspot.com,Senior Product Manager,1,Enterprise Software,HubSpot,US,,Xiao,Senior Product Manager,Hu,United States,,,www.hubspot.com,5000030,0,0
1kjtgq01tee13,Pranav,Ito,Cybersecurity,Attended,v1kjtgq01tee13,Palo Alto Networks,US,pranav.ito@paloaltonetworks.com,Head of Information Security,1,Cybersecurity,Palo Alto Networks,US,,Pranav,Head of Information Security,Ito,United States,,,www.paloaltonetworks.com,5000031,0,0
ffhhcmktlzkj4,Marco,Andersen,Cloud & Infrastructure,Attended,vffhhcmktlzkj4,Cloudflare,US,marco.andersen@cloudflare.com,Platform Engineer,1,Cloud & Infrastructure,Cloudflare,US,,Marco,Platform Engineer,Andersen,United States,,,www.cloudflare.com,5000032,0,0
qw5dsk7n8la10,Ali,Tang,Dev Tools & Platforms,Attended,vqw5dsk7n8la10,Temporal,US,ali.tang@temporal.io,Senior Developer Advocate,1,Dev Tools & Platforms,Temporal,US,,Ali,Senior Developer Advocate,Tang,United States,,,www.temporal.io,5000033,0,0
q9p965k55dmcx,Pierre,Turner,Cybersecurity,Attended,vq9p965k55dmcx,CrowdStrike,US,pierre.turner@crowdstrike.com,Security Consultant,1,Cybersecurity,CrowdStrike,US,,Pierre,Security Consultant,Turner,United States,,,www.crowdstrike.com,5000034,0,0
kn35xycuvfmh0,Shu,Yap,Enterprise Software,Attended,vkn35xycuvfmh0,SAP,DE,shu.yap@sap.com,Chief Product Officer,1,Enterprise Software,SAP,DE,,Shu,Chief Product Officer,Yap,Germany,,,www.sap.com,5000035,0,0
b68rervt997e4,Seo-Yeon,Zhu,Staff,Attended,vb68rervt997e4,FieldDrive Events,BE,seoyeon.zhu@fielddrive.com,Conference Coordinator,1,Staff,FieldDrive Events,BE,,Seo-Yeon,Conference Coordinator,Zhu,Belgium,,,www.fielddrive.com,5000036,0,0
twjlsh3tow4yc,Juan,Gao,Cloud & Infrastructure,Attended,vtwjlsh3tow4yc,Akamai Technologies,US,juan.gao@akamai.com,Senior Site Reliability Engineer,1,Cloud & Infrastructure,Akamai Technologies,US,,Juan,Senior Site Reliability Engineer,Gao,United States,,,www.akamai.com,5000037,0,0
1b3jczucqmrun,Philip,Flores,Enterprise Software,No show,v1b3jczucqmrun,HubSpot,US,philip.flores@hubspot.com,Senior Product Manager,0,Enterprise Software,HubSpot,US,,Philip,Senior Product Manager,Flores,United States,,,www.hubspot.com,5000038,0,0
du0isb5iqnf74,Sung,Nielsen,Cloud & Infrastructure,Attended,vdu0isb5iqnf74,Elastic,NL,sung.nielsen@elastic.co,Developer Advocate,1,Cloud & Infrastructure,Elastic,NL,,Sung,Developer Advocate,Nielsen,Netherlands,,,www.elastic.co,5000039,0,0
ahukwqvr1h61i,Sarah,Zhou,IT Consulting & SI,Attended,vahukwqvr1h61i,Accenture,IE,sarah.zhou@accenture.com,"Solution Architect, Digital",1,IT Consulting & SI,Accenture,IE,,Sarah,"Solution Architect, Digital",Zhou,Ireland,,,www.accenture.com,5000040,0,0
0uswovcxek47o,Tendai,Ferrari,Cloud & Infrastructure,Attended,v0uswovcxek47o,DigitalOcean,US,tendai.ferrari@digitalocean.com,Platform Engineer,1,Cloud & Infrastructure,DigitalOcean,US,,Tendai,Platform Engineer,Ferrari,United States,,,www.digitalocean.com,5000041,0,0
fz8obk3g84utd,Adam,Clarke,Cloud & Infrastructure,Attended,vfz8obk3g84utd,Google Cloud,US,adam.clarke@cloud.google.com,Platform Engineering Lead,1,Cloud & Infrastructure,Google Cloud,US,,Adam,Platform Engineering Lead,Clarke,United States,,,www.cloud.google.com,5000042,0,0
7p0rnpm6jqfww,Greta,Verma,IT Consulting & SI,Attended,v7p0rnpm6jqfww,TCS,IN,greta.verma@tcs.com,Technology Consultant,1,IT Consulting & SI,TCS,IN,,Greta,Technology Consultant,Verma,India,,,www.tcs.com,5000043,0,0
k3qmvifiit201,Patrick,Lim,Enterprise Software,Attended,vk3qmvifiit201,Adobe,US,patrick.lim@adobe.com,VP of Engineering,1,Enterprise Software,Adobe,US,,Patrick,VP of Engineering,Lim,United States,,,www.adobe.com,5000044,0,0
ihsa7hez74lav,Richard,Torres,Enterprise Software,Attended,vihsa7hez74lav,Oracle,US,richard.torres@oracle.com,Solutions Architect,1,Enterprise Software,Oracle,US,,Richard,Solutions Architect,Torres,United States,,,www.oracle.com,5000045,0,0
0kgazu41ugl3w,Hans,Cho,Enterprise Software,No show,v0kgazu41ugl3w,Adobe,US,hans.cho@adobe.com,Engineering Manager,0,Enterprise Software,Adobe,US,,Hans,Engineering Manager,Cho,United States,,,www.adobe.com,5000046,0,0
drlcmlw83y0ma,Sharon,Ward,Enterprise Software,Attended,vdrlcmlw83y0ma,HubSpot,US,sharon.ward@hubspot.com,Solutions Architect,1,Enterprise Software,HubSpot,US,,Sharon,Solutions Architect,Ward,United States,,,www.hubspot.com,5000047,0,0
dm5fc79m96zpx,Nora,Gao,Enterprise Software,Attended,vdm5fc79m96zpx,Microsoft,US,nora.gao@microsoft.com,Customer Success Manager,1,Enterprise Software,Microsoft,US,,Nora,Customer Success Manager,Gao,United States,,,www.microsoft.com,5000048,0,0
c4lorxdtg5nqj,Kenji,Sharma,Cloud & Infrastructure,No show,vc4lorxdtg5nqj,Cloudflare,US,kenji.sharma@cloudflare.com,DevOps Engineer,0,Cloud & Infrastructure,Cloudflare,US,,Kenji,DevOps Engineer,Sharma,United States,,,www.cloudflare.com,5000049,0,0
ijc1ydmt8vt43,Tao,Kobayashi,Enterprise Software,No show,vijc1ydmt8vt43,Microsoft,US,tao.kobayashi@microsoft.com,Principal Product Manager,0,Enterprise Software,Microsoft,US,,Tao,Principal Product Manager,Kobayashi,United States,,,www.microsoft.com,5000050,0,0
y7uiko4busu9f,Ibrahim,Luo,Enterprise Software,Attended,vy7uiko4busu9f,SAP,DE,ibrahim.luo@sap.com,Chief Product Officer,1,Enterprise Software,SAP,DE,,Ibrahim,Chief Product Officer,Luo,Germany,,,www.sap.com,5000051,0,0
66cnoljq52wsp,Hao,Carter,Media/Press,Attended,v66cnoljq52wsp,Wired,US,hao.carter@wired.com,Contributing Writer,1,Media/Press,Wired,US,,Hao,Contributing Writer,Carter,United States,,,www.wired.com,5000052,0,0
i076a3kkrzd5e,Nadia,Lin,Staff,Attended,vi076a3kkrzd5e,TechForward Organising Committee,SG,nadia.lin@techforwardsummit.com,Venue Operations Staff,1,Staff,TechForward Organising Committee,SG,,Nadia,Venue Operations Staff,Lin,Singapore,,,www.techforwardsummit.com,5000053,0,0
sug5hcbbmhnqo,Margaret,Weber,Dev Tools & Platforms,Attended,vsug5hcbbmhnqo,GitHub,US,margaret.weber@github.com,Developer Success Manager,1,Dev Tools & Platforms,GitHub,US,,Margaret,Developer Success Manager,Weber,United States,,,www.github.com,5000054,0,0
1a6xvaj2k8xpn,Neha,Tang,Cloud & Infrastructure,Attended,v1a6xvaj2k8xpn,Cloudflare,US,neha.tang@cloudflare.com,Staff Infrastructure Engineer,1,Cloud & Infrastructure,Cloudflare,US,,Neha,Staff Infrastructure Engineer,Tang,United States,,,www.cloudflare.com,5000055,0,0
f1622vxyzx9jp,Hui,Ferrari,Cloud & Infrastructure,No show,vf1622vxyzx9jp,Amazon Web Services,US,hui.ferrari@aws.amazon.com,Chief Technology Officer,0,Cloud & Infrastructure,Amazon Web Services,US,,Hui,Chief Technology Officer,Ferrari,United States,,,www.aws.amazon.com,5000056,0,0
bzug0it26ys44,Min-Soo,Evans,Cloud & Infrastructure,Attended,vbzug0it26ys44,DigitalOcean,US,minsoo.evans@digitalocean.com,Platform Engineer,1,Cloud & Infrastructure,DigitalOcean,US,,Min-Soo,Platform Engineer,Evans,United States,,,www.digitalocean.com,5000057,0,0
wqheyto5f9m96,Hong,Gonzalez,Dev Tools & Platforms,Attended,vwqheyto5f9m96,Stripe,US,hong.gonzalez@stripe.com,Senior Developer Advocate,1,Dev Tools & Platforms,Stripe,US,,Hong,Senior Developer Advocate,Gonzalez,United States,,,www.stripe.com,5000058,0,0
l3gywiymenvg3,Anita,Joshi,Cybersecurity,Attended,vl3gywiymenvg3,CrowdStrike,US,anita.joshi@crowdstrike.com,CISO,1,Cybersecurity,CrowdStrike,US,,Anita,CISO,Joshi,United States,,,www.crowdstrike.com,5000059,0,0
x1wvbd4bepejz,Nicholas,Becker,Dev Tools & Platforms,No show,vx1wvbd4bepejz,GitHub,US,nicholas.becker@github.com,Head of Developer Relations,0,Dev Tools & Platforms,GitHub,US,,Nicholas,Head of Developer Relations,Becker,United States,,,www.github.com,5000060,0,0
yapdswzp6swk2,Aoi,Morris,Enterprise Software,Attended,vyapdswzp6swk2,SAP,DE,aoi.morris@sap.com,Senior Solutions Engineer,1,Enterprise Software,SAP,DE,,Aoi,Senior Solutions Engineer,Morris,Germany,,,www.sap.com,5000061,0,0
xq9jb354mype4,Maria,Williams,Enterprise Software,No show,vxq9jb354mype4,Workday,US,maria.williams@workday.com,Solutions Architect,0,Enterprise Software,Workday,US,,Maria,Solutions Architect,Williams,United States,,,www.workday.com,5000062,0,0
4xgmpw5d3go8j,Xiao,Wagner,Cybersecurity,Attended,v4xgmpw5d3go8j,Zscaler,US,xiao.wagner@zscaler.com,Security Sales Engineer,1,Cybersecurity,Zscaler,US,,Xiao,Security Sales Engineer,Wagner,United States,,,www.zscaler.com,5000063,0,0
objlzy1uu9yms,Ana,Toh,Media/Press,Attended,vobjlzy1uu9yms,Protocol,US,ana.toh@protocol.com,"Editor, Technology",1,Media/Press,Protocol,US,,Ana,"Editor, Technology",Toh,United States,,,www.protocol.com,5000064,0,0
iq2q4qerxdoua,Laura,Le,Media/Press,Attended,viq2q4qerxdoua,Wired,US,laura.le@wired.com,Tech Reporter,1,Media/Press,Wired,US,,Laura,Tech Reporter,Le,United States,,,www.wired.com,5000065,0,0
szbffzzdvg7oq,Noah,Collins,IT Consulting & SI,No show,vszbffzzdvg7oq,Capgemini,FR,noah.collins@capgemini.com,Associate Director,0,IT Consulting & SI,Capgemini,FR,,Noah,Associate Director,Collins,France,,,www.capgemini.com,5000066,0,0
zdo74v1qx8ert,Thomas,Kim,AI & Data,Attended,vzdo74v1qx8ert,DataRobot,US,thomas.kim@datarobot.com,Senior Data Scientist,1,AI & Data,DataRobot,US,,Thomas,Senior Data Scientist,Kim,United States,,,www.datarobot.com,5000067,0,0
qeoz0kz4z7whw,Priya,Fischer,Cloud & Infrastructure,Attended,vqeoz0kz4z7whw,DigitalOcean,US,priya.fischer@digitalocean.com,Principal Solutions Architect,1,Cloud & Infrastructure,DigitalOcean,US,,Priya,Principal Solutions Architect,Fischer,United States,,,www.digitalocean.com,5000068,0,0
safyh1fkj4yk1,William,Dey,IT Consulting & SI,Attended,vsafyh1fkj4yk1,LTIMindtree,IN,william.dey@ltimindtree.com,Technology Consultant,1,IT Consulting & SI,LTIMindtree,IN,,William,Technology Consultant,Dey,India,,,www.ltimindtree.com,5000069,0,0
536zx1tv18kgy,Christine,Campbell,Cybersecurity,Attended,v536zx1tv18kgy,Rapid7,US,christine.campbell@rapid7.com,Director of Cybersecurity,1,Cybersecurity,Rapid7,US,,Christine,Director of Cybersecurity,Campbell,United States,,,www.rapid7.com,5000070,0,0
s2ftom5xlk8wr,Hye-Jin,Okonkwo,Enterprise Software,Attended,vs2ftom5xlk8wr,HubSpot,US,hyejin.okonkwo@hubspot.com,Director of Engineering,1,Enterprise Software,HubSpot,US,,Hye-Jin,Director of Engineering,Okonkwo,United States,,,www.hubspot.com,5000071,0,0
lcd81twhwhy4h,Tendai,Hoffmann,Dev Tools & Platforms,Attended,vlcd81twhwhy4h,PagerDuty,US,tendai.hoffmann@pagerduty.com,Senior Developer Advocate,1,Dev Tools & Platforms,PagerDuty,US,,Tendai,Senior Developer Advocate,Hoffmann,United States,,,www.pagerduty.com,5000072,0,0
oeazc0b4mskyv,Arthur,Sanchez,IT Consulting & SI,No show,voeazc0b4mskyv,Publicis Sapient,FR,arthur.sanchez@publicissapient.com,Technology Consultant,0,IT Consulting & SI,Publicis Sapient,FR,,Arthur,Technology Consultant,Sanchez,France,,,www.publicissapient.com,5000073,0,0
7n3bfh024kwk5,Charlotte,Pereira,Enterprise Software,Attended,v7n3bfh024kwk5,Intuit,US,charlotte.pereira@intuit.com,Director of Engineering,1,Enterprise Software,Intuit,US,,Charlotte,Director of Engineering,Pereira,United States,,,www.intuit.com,5000074,0,0
24479qtkcd0rl,Timothy,Abdullah,Enterprise Software,Attended,v24479qtkcd0rl,Microsoft,US,timothy.abdullah@microsoft.com,Staff Software Engineer,1,Enterprise Software,Microsoft,US,,Timothy,Staff Software Engineer,Abdullah,United States,,,www.microsoft.com,5000075,0,0
qmktgv44ftj5c,Rachel,Jones,VC & Private Equity,Attended,vqmktgv44ftj5c,SoftBank Vision Fund,JP,rachel.jones@softbank.com,Venture Associate,1,VC & Private Equity,SoftBank Vision Fund,JP,,Rachel,Venture Associate,Jones,Japan,,,www.softbank.com,5000076,0,0
9y1ffuu5f07b1,Kathleen,Thompson,Enterprise Software,Attended,v9y1ffuu5f07b1,Zendesk,US,kathleen.thompson@zendesk.com,Director of Engineering,1,Enterprise Software,Zendesk,US,,Kathleen,Director of Engineering,Thompson,United States,,,www.zendesk.com,5000077,0,0
9io3m25a5pisk,Kevin,Edwards,Cybersecurity,Attended,v9io3m25a5pisk,Qualys,US,kevin.edwards@qualys.com,CISO,1,Cybersecurity,Qualys,US,,Kevin,CISO,Edwards,United States,,,www.qualys.com,5000078,0,0
8w5038hvqrhof,Siti,Okonkwo,Enterprise Software,Attended,v8w5038hvqrhof,Intuit,US,siti.okonkwo@intuit.com,Senior Solutions Engineer,1,Enterprise Software,Intuit,US,,Siti,Senior Solutions Engineer,Okonkwo,United States,,,www.intuit.com,5000079,0,0
x6ta7ypp5zp7r,Dylan,Zhang,IT Consulting & SI,Attended,vx6ta7ypp5zp7r,Wipro,IN,dylan.zhang@wipro.com,Technology Consultant,1,IT Consulting & SI,Wipro,IN,,Dylan,Technology Consultant,Zhang,India,,,www.wipro.com,5000080,0,0
h2odpvjtuw9oh,Sung,Tran,IT Consulting & SI,Attended,vh2odpvjtuw9oh,BCG X,US,sung.tran@bcg.com,Data & AI Practice Lead,1,IT Consulting & SI,BCG X,US,,Sung,Data & AI Practice Lead,Tran,United States,,,www.bcg.com,5000081,0,0
3qvdjnv07oxk8,Mark,Torres,Cloud & Infrastructure,Attended,v3qvdjnv07oxk8,Snowflake,US,mark.torres@snowflake.com,Staff Infrastructure Engineer,1,Cloud & Infrastructure,Snowflake,US,,Mark,Staff Infrastructure Engineer,Torres,United States,,,www.snowflake.com,5000082,0,0
dk36m8jvh7ujo,Barbara,Jeong,Enterprise Software,Attended,vdk36m8jvh7ujo,Atlassian,AU,barbara.jeong@atlassian.com,Solutions Architect,1,Enterprise Software,Atlassian,AU,,Barbara,Solutions Architect,Jeong,Australia,,,www.atlassian.com,5000083,0,0
ecw9yil8sa3id,Sofia,Romano,AI & Data,Attended,vecw9yil8sa3id,Hugging Face,US,sofia.romano@huggingface.co,Senior Data Scientist,1,AI & Data,Hugging Face,US,,Sofia,Senior Data Scientist,Romano,United States,,,www.huggingface.co,5000084,0,0
yxw1tbrwr965r,Yusuf,Wilson,Dev Tools & Platforms,Attended,vyxw1tbrwr965r,Kong,US,yusuf.wilson@konghq.com,Head of Developer Relations,1,Dev Tools & Platforms,Kong,US,,Yusuf,Head of Developer Relations,Wilson,United States,,,www.konghq.com,5000085,0,0
nrhzn4kgeuidj,Eric,Choi,Enterprise Software,Attended,vnrhzn4kgeuidj,ServiceNow,US,eric.choi@servicenow.com,Solutions Architect,1,Enterprise Software,ServiceNow,US,,Eric,Solutions Architect,Choi,United States,,,www.servicenow.com,5000086,0,0
qmmu7jae58hux,Ryan,Nguyen,Enterprise Software,Attended,vqmmu7jae58hux,SAP,DE,ryan.nguyen@sap.com,Staff Software Engineer,1,Enterprise Software,SAP,DE,,Ryan,Staff Software Engineer,Nguyen,Germany,,,www.sap.com,5000087,0,0
5270sqg4eij00,Sharon,Turner,Dev Tools & Platforms,No show,v5270sqg4eij00,JFrog,US,sharon.turner@jfrog.com,Community Manager,0,Dev Tools & Platforms,JFrog,US,,Sharon,Community Manager,Turner,United States,,,www.jfrog.com,5000088,0,0
od7rb1s9dwd7o,George,Ward,Cybersecurity,Attended,vod7rb1s9dwd7o,Zscaler,US,george.ward@zscaler.com,Security Sales Engineer,1,Cybersecurity,Zscaler,US,,George,Security Sales Engineer,Ward,United States,,,www.zscaler.com,5000089,0,0
6ridlofas1ekt,Pablo,Clarke,AI & Data,Attended,v6ridlofas1ekt,Together AI,US,pablo.clarke@together.ai,Head of Data Science,1,AI & Data,Together AI,US,,Pablo,Head of Data Science,Clarke,United States,,,www.together.ai,5000090,0,0
3yk03o4gkwwjw,Edward,Chaudhary,Cybersecurity,Attended,v3yk03o4gkwwjw,CrowdStrike,US,edward.chaudhary@crowdstrike.com,Senior Security Engineer,1,Cybersecurity,CrowdStrike,US,,Edward,Senior Security Engineer,Chaudhary,United States,,,www.crowdstrike.com,5000091,0,0
cqg433e1i1p0b,Hong,Ferrari,VC & Private Equity,No show,vcqg433e1i1p0b,Tiger Global,US,hong.ferrari@tigerglobal.com,Venture Associate,0,VC & Private Equity,Tiger Global,US,,Hong,Venture Associate,Ferrari,United States,,,www.tigerglobal.com,5000092,0,0
1s9ryllwb7sjw,Benjamin,Banerjee,Enterprise Software,Attended,v1s9ryllwb7sjw,Salesforce,US,benjamin.banerjee@salesforce.com,Staff Software Engineer,1,Enterprise Software,Salesforce,US,,Benjamin,Staff Software Engineer,Banerjee,United States,,,www.salesforce.com,5000093,0,0
79wcxz2ei9212,Xin,Rossi,Cybersecurity,Attended,v79wcxz2ei9212,SentinelOne,US,xin.rossi@sentinelone.com,Head of Information Security,1,Cybersecurity,SentinelOne,US,,Xin,Head of Information Security,Rossi,United States,,,www.sentinelone.com,5000094,0,0
wnga41izxtnsr,Sung,Mitchell,VC & Private Equity,Attended,vwnga41izxtnsr,Accel,US,sung.mitchell@accel.com,Venture Associate,1,VC & Private Equity,Accel,US,,Sung,Venture Associate,Mitchell,United States,,,www.accel.com,5000095,0,0
r6c2cu7onz3jb,Andrew,Asante,IT Consulting & SI,Attended,vr6c2cu7onz3jb,Accenture,IE,andrew.asante@accenture.com,"Solution Architect, Digital",1,IT Consulting & SI,Accenture,IE,,Andrew,"Solution Architect, Digital",Asante,Ireland,,,www.accenture.com,5000096,0,0
mqx5ggomf9pml,Meera,Mokoena,AI & Data,Attended,vmqx5ggomf9pml,Cohere,CA,meera.mokoena@cohere.com,Head of Data Science,1,AI & Data,Cohere,CA,,Meera,Head of Data Science,Mokoena,Canada,,,www.cohere.com,5000097,0,0
