Timestamp,Attendee Third Party ID,First Name,Last Name,Category,Email,Company,Job Title,Country,Action,Location,Scan mode,Device Name,Operator,OperatorId,Device ID,Identification Mode,Software version,Session Third Party Id,Session Name,Remark Id
28-Apr-2026 08:13:09,hjrhe45jjje1i,Kavita,Vo,AI & Data,kavita.vo@wandb.ai,Weights & Biases,Head of Data Science,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:13:09,hjrhe45jjje1i,Kavita,Vo,AI & Data,kavita.vo@wandb.ai,Weights & Biases,Head of Data Science,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:29,cp779460khfsu,Diego,Petit,Dev Tools & Platforms,diego.petit@gitlab.com,GitLab,Developer Success Manager,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:29,cp779460khfsu,Diego,Petit,Dev Tools & Platforms,diego.petit@gitlab.com,GitLab,Developer Success Manager,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:32,8lxsol15m9gqj,Sarah,White,Dev Tools & Platforms,sarah.white@pagerduty.com,PagerDuty,Head of Developer Relations,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:32,8lxsol15m9gqj,Sarah,White,Dev Tools & Platforms,sarah.white@pagerduty.com,PagerDuty,Head of Developer Relations,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:46,g7fd143xrv8df,Isabella,Verma,Cloud & Infrastructure,isabella.verma@aws.amazon.com,Amazon Web Services,DevOps Engineer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:14:46,g7fd143xrv8df,Isabella,Verma,Cloud & Infrastructure,isabella.verma@aws.amazon.com,Amazon Web Services,DevOps Engineer,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:07,hhddog2ue1iv0,William,Colombo,Cloud & Infrastructure,william.colombo@snowflake.com,Snowflake,Principal Solutions Architect,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:07,hhddog2ue1iv0,William,Colombo,Cloud & Infrastructure,william.colombo@snowflake.com,Snowflake,Principal Solutions Architect,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:36,i076a3kkrzd5e,Nadia,Lin,Staff,nadia.lin@techforwardsummit.com,TechForward Organising Committee,Venue Operations Staff,SG,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:36,2srl3vzzxt9qu,Helen,Tang,AI & Data,helen.tang@databricks.com,Databricks,AI/ML Platform Lead,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:36,i076a3kkrzd5e,Nadia,Lin,Staff,nadia.lin@techforwardsummit.com,TechForward Organising Committee,Venue Operations Staff,SG,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:36,2srl3vzzxt9qu,Helen,Tang,AI & Data,helen.tang@databricks.com,Databricks,AI/ML Platform Lead,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:47,5apyx4l4oesrs,Maria,Simon,Cloud & Infrastructure,maria.simon@cloud.google.com,Google Cloud,Chief Technology Officer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:47,5apyx4l4oesrs,Maria,Simon,Cloud & Infrastructure,maria.simon@cloud.google.com,Google Cloud,Chief Technology Officer,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:56,1s9ryllwb7sjw,Benjamin,Banerjee,Enterprise Software,benjamin.banerjee@salesforce.com,Salesforce,Staff Software Engineer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:15:56,1s9ryllwb7sjw,Benjamin,Banerjee,Enterprise Software,benjamin.banerjee@salesforce.com,Salesforce,Staff Software Engineer,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:16:43,os6gkj71k16y0,Siti,Malhotra,Cybersecurity,siti.malhotra@okta.com,Okta,Director of Cybersecurity,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:16:43,os6gkj71k16y0,Siti,Malhotra,Cybersecurity,siti.malhotra@okta.com,Okta,Director of Cybersecurity,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:25,dm5fc79m96zpx,Nora,Gao,Enterprise Software,nora.gao@microsoft.com,Microsoft,Customer Success Manager,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:25,dm5fc79m96zpx,Nora,Gao,Enterprise Software,nora.gao@microsoft.com,Microsoft,Customer Success Manager,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:29,ag6w04ygyflq8,Philippe,Deng,VC & Private Equity,philippe.deng@ggvc.com,GGV Capital,Investment Director,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:29,ag6w04ygyflq8,Philippe,Deng,VC & Private Equity,philippe.deng@ggvc.com,GGV Capital,Investment Director,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:33,b3pkbqy3ot760,Aoi,Hassan,Enterprise Software,aoi.hassan@oracle.com,Oracle,Engineering Manager,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:33,b3pkbqy3ot760,Aoi,Hassan,Enterprise Software,aoi.hassan@oracle.com,Oracle,Engineering Manager,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:56,vfeaackxxqo40,Elizabeth,Le,IT Consulting & SI,elizabeth.le@wipro.com,Wipro,Technology Consultant,IN,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:17:56,vfeaackxxqo40,Elizabeth,Le,IT Consulting & SI,elizabeth.le@wipro.com,Wipro,Technology Consultant,IN,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:18:10,zgflig5gkzjru,Neha,Flores,Cybersecurity,neha.flores@paloaltonetworks.com,Palo Alto Networks,SOC Analyst,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:18:10,zgflig5gkzjru,Neha,Flores,Cybersecurity,neha.flores@paloaltonetworks.com,Palo Alto Networks,SOC Analyst,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:18:24,cwzl87fj8b0uf,Hui,Peterson,IT Consulting & SI,hui.peterson@capgemini.com,Capgemini,Director of Technology,FR,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:18:24,cwzl87fj8b0uf,Hui,Peterson,IT Consulting & SI,hui.peterson@capgemini.com,Capgemini,Director of Technology,FR,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:05,b6twnvjqjinh1,Anita,Zheng,IT Consulting & SI,anita.zheng@hcltech.com,HCL Technologies,Technology Consultant,IN,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:05,b6twnvjqjinh1,Anita,Zheng,IT Consulting & SI,anita.zheng@hcltech.com,HCL Technologies,Technology Consultant,IN,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:11,4i1agzgxvxc6s,Margaret,Sato,Hardware & Semiconductors,margaret.sato@mediatek.com,MediaTek,Chief Technology Officer,TW,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:11,4i1agzgxvxc6s,Margaret,Sato,Hardware & Semiconductors,margaret.sato@mediatek.com,MediaTek,Chief Technology Officer,TW,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:27,ltzqwdyvybscg,Raymond,Schulz,Cloud & Infrastructure,raymond.schulz@hashicorp.com,HashiCorp,Cloud Architect,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:27,ltzqwdyvybscg,Raymond,Schulz,Cloud & Infrastructure,raymond.schulz@hashicorp.com,HashiCorp,Cloud Architect,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:49,dtce9sb5mbzgj,Miguel,Ho,Cybersecurity,miguel.ho@snyk.io,Snyk,Senior Security Engineer,GB,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:49,dtce9sb5mbzgj,Miguel,Ho,Cybersecurity,miguel.ho@snyk.io,Snyk,Senior Security Engineer,GB,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:50,zpy9qzo7io2f2,Pranav,Sanchez,Media/Press,pranav.sanchez@theverge.com,The Verge,Contributing Writer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:19:50,zpy9qzo7io2f2,Pranav,Sanchez,Media/Press,pranav.sanchez@theverge.com,The Verge,Contributing Writer,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:20:35,uxqjctpvev64g,Hiroshi,Wu,Enterprise Software,hiroshi.wu@sap.com,SAP,VP of Engineering,DE,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:20:35,uxqjctpvev64g,Hiroshi,Wu,Enterprise Software,hiroshi.wu@sap.com,SAP,VP of Engineering,DE,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:21:59,t3f2f3hycpesb,Anthony,Lim,IT Consulting & SI,anthony.lim@infosys.com,Infosys,Associate Director,IN,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:21:59,t3f2f3hycpesb,Anthony,Lim,IT Consulting & SI,anthony.lim@infosys.com,Infosys,Associate Director,IN,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:03,vl911zsb8lv6t,Wolfgang,Kapoor,VIP,wolfgang.kapoor@salesforce.com,Salesforce,Chief Product Officer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:03,vl911zsb8lv6t,Wolfgang,Kapoor,VIP,wolfgang.kapoor@salesforce.com,Salesforce,Chief Product Officer,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:31,0riy4kl9aryea,Khairul,Lopez,IT Consulting & SI,khairul.lopez@infosys.com,Infosys,Associate Director,IN,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:31,0riy4kl9aryea,Khairul,Lopez,IT Consulting & SI,khairul.lopez@infosys.com,Infosys,Associate Director,IN,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:32,q9p965k55dmcx,Pierre,Turner,Cybersecurity,pierre.turner@crowdstrike.com,CrowdStrike,Security Consultant,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:22:32,q9p965k55dmcx,Pierre,Turner,Cybersecurity,pierre.turner@crowdstrike.com,CrowdStrike,Security Consultant,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:12,fkkhyb0r3x9dw,Noah,Moreau,IT Consulting & SI,noah.moreau@ltimindtree.com,LTIMindtree,Data & AI Practice Lead,IN,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:12,fkkhyb0r3x9dw,Noah,Moreau,IT Consulting & SI,noah.moreau@ltimindtree.com,LTIMindtree,Data & AI Practice Lead,IN,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:22,v35xudkitmaf9,Deborah,Phillips,IT Consulting & SI,deborah.phillips@ibm.com,IBM Consulting,Technology Consultant,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:22,v35xudkitmaf9,Deborah,Phillips,IT Consulting & SI,deborah.phillips@ibm.com,IBM Consulting,Technology Consultant,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:23,o46w4jkfyiifa,Oliver,Adeyemi,IT Consulting & SI,oliver.adeyemi@accenture.com,Accenture,Cloud Migration Specialist,IE,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:23,o46w4jkfyiifa,Oliver,Adeyemi,IT Consulting & SI,oliver.adeyemi@accenture.com,Accenture,Cloud Migration Specialist,IE,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:31,yj3ct5q5173c7,Na,Nguyen,Cybersecurity,na.nguyen@zscaler.com,Zscaler,VP of Security,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:31,yj3ct5q5173c7,Na,Nguyen,Cybersecurity,na.nguyen@zscaler.com,Zscaler,VP of Security,US,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:45,lcx7mm1hqb1eg,Valentina,Young,Hardware & Semiconductors,valentina.young@arm.com,Arm Holdings,Principal VLSI Engineer,GB,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:23:45,lcx7mm1hqb1eg,Valentina,Young,Hardware & Semiconductors,valentina.young@arm.com,Arm Holdings,Principal VLSI Engineer,GB,Print,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
28-Apr-2026 08:24:24,uuxk0arec2jwj,Philip,Brown,Media/Press,philip.brown@technologyreview.com,MIT Technology Review,Contributing Writer,US,Check-In,"Main Entrance, Level 1",Check History,iPad-Registration-01,registration@techforwardsummit.com,,,QR Scan,4.12.3,EntranceD1,Day 1 Registration & Entry,
