Third Party ID,First Name,Last Name,Category,RegistrationStatus,Barcode,Company,Country,Email,Job Title,Nr. of check-ins,organisationType,Company (Custom Field),Country (Custom Field),createdOnsite,First Name (Custom Field),Job Title (Custom Field),Last Name (Custom Field),nationality,State,tags,website,FielddriveID,Attended,Confirmed/No show
eahza9t0z6m9z,Paul,Rossi,Cybersecurity,Attended,vmxzx3vbgdico,Fortinet,US,paul.rossi@fortinet.com,Security Consultant,4,Cybersecurity,Fortinet,US,,Paul,Security Consultant,Rossi,United States,,,www.fortinet.com,8737689,0,0
iqqkb7456bfyw,Edward,Silva,Enterprise Software,No show,v372viuadj725,Microsoft,US,edward.silva@microsoft.com,Senior Product Manager,0,Enterprise Software,Microsoft,US,,Edward,Senior Product Manager,Silva,United States,,,www.microsoft.com,7752054,0,0
wstvs9qkjfpyt,Gregory,Reddy,IT Consulting & SI,Attended,vyovvt2is2jc2,NTT Data,JP,gregory.reddy@nttdata.com,Associate Director,2,IT Consulting & SI,NTT Data,JP,,Gregory,Associate Director,Reddy,Japan,,,www.nttdata.com,8714103,0,0
hnwgu9b8innu7,Lucia,Kobayashi,Cloud & Infrastructure,Attended,vpggminudc32g,Google Cloud,US,lucia.kobayashi@cloud.google.com,Senior Site Reliability Engineer,2,Cloud & Infrastructure,Google Cloud,US,,Lucia,Senior Site Reliability Engineer,Kobayashi,United States,,,www.cloud.google.com,7269915,0,0
r2keg7v48tpg7,Sarah,Schulz,IT Consulting & SI,Attended,vuv5ipbxmmnr1,Deloitte Technology,US,sarah.schulz@deloitte.com,Senior Technology Consultant,3,IT Consulting & SI,Deloitte Technology,US,,Sarah,Senior Technology Consultant,Schulz,United States,,,www.deloitte.com,8838184,0,0
xhggo6zhdqaib,Eric,Han,IT Consulting & SI,Attended,vhyhhx2x5daok,McKinsey Digital,US,eric.han@mckinsey.com,Technology Consultant,3,IT Consulting & SI,McKinsey Digital,US,,Eric,Technology Consultant,Han,United States,,,www.mckinsey.com,7367466,0,0
0kzxghexanvzg,Na,Laurent,Enterprise Software,No show,vzte0mznmxbfh,Sprinklr,US,na.laurent@sprinklr.com,Principal Product Manager,0,Enterprise Software,Sprinklr,US,,Na,Principal Product Manager,Laurent,United States,,,www.sprinklr.com,7648702,0,0
uptvn29mrqvd7,Benjamin,Sun,IT Consulting & SI,Attended,vx1jmh6t4u7s0,Accenture,IE,benjamin.sun@accenture.com,Technology Consultant,2,IT Consulting & SI,Accenture,IE,,Benjamin,Technology Consultant,Sun,Ireland,,,www.accenture.com,7694986,0,0
14kmry09sgwn0,Edward,Verma,Dev Tools & Platforms,Attended,vmodp9nufhn5y,PagerDuty,US,edward.verma@pagerduty.com,Staff Software Engineer,3,Dev Tools & Platforms,PagerDuty,US,,Edward,Staff Software Engineer,Verma,United States,,,www.pagerduty.com,8398343,0,0
i0oyeic0oqf8r,Kwame,Fischer,IT Consulting & SI,Attended,vm9iilaof4ogj,IBM Consulting,US,kwame.fischer@ibm.com,Senior Technology Consultant,3,IT Consulting & SI,IBM Consulting,US,,Kwame,Senior Technology Consultant,Fischer,United States,,,www.ibm.com,7305788,0,0
4roylqfsda898,Jing,Green,Cybersecurity,Attended,v0bt7rol7mayt,Okta,US,jing.green@okta.com,Security Consultant,3,Cybersecurity,Okta,US,,Jing,Security Consultant,Green,United States,,,www.okta.com,8813127,0,0
i7p2r5jglwmk6,Hyun,Song,AI & Data,Attended,vsf9nrmozl65x,DataRobot,US,hyun.song@datarobot.com,Principal ML Engineer,2,AI & Data,DataRobot,US,,Hyun,Principal ML Engineer,Song,United States,,,www.datarobot.com,7963421,0,0
qkp9xco59avh0,Pooja,Zhu,Cybersecurity,Attended,v94ipzgrspiw0,CyberArk,IL,pooja.zhu@cyberark.com,Security Consultant,1,Cybersecurity,CyberArk,IL,,Pooja,Security Consultant,Zhu,Israel,,,www.cyberark.com,7748470,0,0
su6d143mo2op6,Raj,Agarwal,Enterprise Software,Attended,vvmjobru2qlc6,Intuit,US,raj.agarwal@intuit.com,Engineering Manager,2,Enterprise Software,Intuit,US,,Raj,Engineering Manager,Agarwal,United States,,,www.intuit.com,7515446,0,0
q32rv23u65xnu,George,Malhotra,VC & Private Equity,Attended,vfa4afm3mhpdp,Lightspeed Venture Partners,US,george.malhotra@lsvp.com,Investment Director,3,VC & Private Equity,Lightspeed Venture Partners,US,,George,Investment Director,Malhotra,United States,,,www.lsvp.com,7668618,0,0
dy8lwkhrzfdyx,Franz,Pedersen,Cloud & Infrastructure,Attended,vsx2yp7vnsgol,Fastly,US,franz.pedersen@fastly.com,Platform Engineer,3,Cloud & Infrastructure,Fastly,US,,Franz,Platform Engineer,Pedersen,United States,,,www.fastly.com,7911772,0,0
x5tteugqv2x2h,Sara,Loh,IT Consulting & SI,Attended,v8v2wv3dyf7bn,HCL Technologies,IN,sara.loh@hcltech.com,VP of Digital Transformation,2,IT Consulting & SI,HCL Technologies,IN,,Sara,VP of Digital Transformation,Loh,India,,,www.hcltech.com,8406188,0,0
qmrmplxc0padr,Liang,Han,Cybersecurity,Attended,vku0gkh8vxpsa,SentinelOne,US,liang.han@sentinelone.com,SOC Analyst,3,Cybersecurity,SentinelOne,US,,Liang,SOC Analyst,Han,United States,,,www.sentinelone.com,7395026,0,0
4rv3nsxof6t6w,Charles,Taylor,Dev Tools & Platforms,Attended,veggh02wpkqj3,PagerDuty,US,charles.taylor@pagerduty.com,Head of Developer Relations,4,Dev Tools & Platforms,PagerDuty,US,,Charles,Head of Developer Relations,Taylor,United States,,,www.pagerduty.com,8394410,0,0
glygwr70iofif,Jennifer,Okonkwo,Hardware & Semiconductors,Attended,voq6pk5mssewk,SambaNova Systems,US,jennifer.okonkwo@sambanova.ai,System Architecture Engineer,3,Hardware & Semiconductors,SambaNova Systems,US,,Jennifer,System Architecture Engineer,Okonkwo,United States,,,www.sambanova.ai,7471003,0,0
e9sb5mbzgjzg8,Marie,Nelson,VIP,Attended,vu6mqbiafhe0f,NVIDIA,US,marie.nelson@nvidia.com,Chief Product Officer,4,VIP,NVIDIA,US,,Marie,Chief Product Officer,Nelson,United States,,VIP,www.nvidia.com,7934162,0,0
yv9binmyxdhz0,Jason,Chua,Media/Press,Attended,vey8lqdwb32in,The Verge,US,jason.chua@theverge.com,Tech Reporter,4,Media/Press,The Verge,US,,Jason,Tech Reporter,Chua,United States,,,www.theverge.com,7374065,0,0
hd8mexwxzmcd6,Sandra,Jackson,Cloud & Infrastructure,Attended,vxhmk0ufucguw,Akamai Technologies,US,sandra.jackson@akamai.com,DevOps Engineer,4,Cloud & Infrastructure,Akamai Technologies,US,,Sandra,DevOps Engineer,Jackson,United States,,,www.akamai.com,7313893,0,0
h4zuz0pjqtf8n,Kento,Moreau,VC & Private Equity,Attended,vbewud30e47lq,GGV Capital,US,kento.moreau@ggvc.com,Venture Associate,3,VC & Private Equity,GGV Capital,US,,Kento,Venture Associate,Moreau,United States,,,www.ggvc.com,8497165,0,0
agp60q2oazfuu,Sota,He,Staff,Attended,vzwp4o5xkqr4z,TechForward Organising Committee,SG,sota.he@techforwardsummit.com,Registration & Badging Lead,2,Staff,TechForward Organising Committee,SG,,Sota,Registration & Badging Lead,He,Singapore,,,www.techforwardsummit.com,7773460,0,0
5gyimq5glhc0d,Nurul,Carter,Cybersecurity,Attended,vj96irx3nghb3,Okta,US,nurul.carter@okta.com,Security Architect,4,Cybersecurity,Okta,US,,Nurul,Security Architect,Carter,United States,,,www.okta.com,7695192,0,0
xlfn7v2t3flwl,Ngozi,Campbell,Cloud & Infrastructure,Attended,v91qjwnnhn3k7,Elastic,NL,ngozi.campbell@elastic.co,DevOps Engineer,2,Cloud & Infrastructure,Elastic,NL,,Ngozi,DevOps Engineer,Campbell,Netherlands,,,www.elastic.co,8671588,0,0
ojjfaf8edjm7w,Ming,Tran,VC & Private Equity,Attended,v4hxiobcfphg4,Accel,US,ming.tran@accel.com,Principal,3,VC & Private Equity,Accel,US,,Ming,Principal,Tran,United States,,,www.accel.com,8744346,0,0
uf3s9m8yi038z,Hassan,Oh,Dev Tools & Platforms,Attended,v2fs1o7d3y82f,MuleSoft,US,hassan.oh@mulesoft.com,Staff Software Engineer,4,Dev Tools & Platforms,MuleSoft,US,,Hassan,Staff Software Engineer,Oh,United States,,,www.mulesoft.com,8951701,0,0
t1n0nrxyco8rb,Laura,Laurent,Enterprise Software,Attended,vt4obks3ii3f4,Workday,US,laura.laurent@workday.com,Solutions Architect,2,Enterprise Software,Workday,US,,Laura,Solutions Architect,Laurent,United States,,,www.workday.com,8351061,0,0
ygqymh33dharj,Ryo,Moore,IT Consulting & SI,Attended,vi6yb9pdgkrjw,Infosys,IN,ryo.moore@infosys.com,Managing Consultant,3,IT Consulting & SI,Infosys,IN,,Ryo,Managing Consultant,Moore,India,,,www.infosys.com,7249086,0,0
n2be6oormr9p9,Ali,White,Cybersecurity,Attended,v5uzydp0lo2k9,Snyk,GB,ali.white@snyk.io,SOC Analyst,3,Cybersecurity,Snyk,GB,,Ali,SOC Analyst,White,United Kingdom,,,www.snyk.io,8855083,0,0
gh2ytesne8qpu,Isabelle,Patel,IT Consulting & SI,No show,v45b3ax743vc2,TCS,IN,isabelle.patel@tcs.com,Director of Technology,0,IT Consulting & SI,TCS,IN,,Isabelle,Director of Technology,Patel,India,,,www.tcs.com,7155439,0,0
qriqye1sofpvo,Nancy,Tran,Enterprise Software,Attended,veo37phanhdt4,Zendesk,US,nancy.tran@zendesk.com,VP of Sales,2,Enterprise Software,Zendesk,US,,Nancy,VP of Sales,Tran,United States,,,www.zendesk.com,8130492,0,0
cii1j0f53qb38,Yan,Nakamura,Enterprise Software,Attended,vyhedxfe3jwe4,Intuit,US,yan.nakamura@intuit.com,Engineering Manager,4,Enterprise Software,Intuit,US,,Yan,Engineering Manager,Nakamura,United States,,,www.intuit.com,7992727,0,0
tsnja57i1nisk,George,Baker,Cloud & Infrastructure,Attended,vywcoq5ldl7nh,Google Cloud,US,george.baker@cloud.google.com,Platform Engineer,2,Cloud & Infrastructure,Google Cloud,US,,George,Platform Engineer,Baker,United States,,,www.cloud.google.com,7982972,0,0
kv0n4h2awnf3k,Jacob,Yap,Cybersecurity,Attended,veyyn2w8g4u1i,Rapid7,US,jacob.yap@rapid7.com,Director of Cybersecurity,2,Cybersecurity,Rapid7,US,,Jacob,Director of Cybersecurity,Yap,United States,,,www.rapid7.com,7113582,0,0
dto8uflv4ba7o,Carol,Iyer,IT Consulting & SI,No show,vbbc83y0clccv,IBM Consulting,US,carol.iyer@ibm.com,Data & AI Practice Lead,0,IT Consulting & SI,IBM Consulting,US,,Carol,Data & AI Practice Lead,Iyer,United States,,,www.ibm.com,8586774,0,0
dhx16h7009wvn,Lin,Tang,Cloud & Infrastructure,Attended,vf751vutpqcms,MongoDB,US,lin.tang@mongodb.com,Senior Site Reliability Engineer,3,Cloud & Infrastructure,MongoDB,US,,Lin,Senior Site Reliability Engineer,Tang,United States,,,www.mongodb.com,7054336,0,0
w5dy4lre7pi8w,Khairul,Tanaka,Enterprise Software,No show,veji4p0e4y5x6,Sprinklr,US,khairul.tanaka@sprinklr.com,Senior Product Manager,0,Enterprise Software,Sprinklr,US,,Khairul,Senior Product Manager,Tanaka,United States,,,www.sprinklr.com,7404162,0,0
fpt55hty6xngd,Henrik,Cox,Cybersecurity,Attended,vj56utdrjdl2a,Palo Alto Networks,US,henrik.cox@paloaltonetworks.com,Security Sales Engineer,4,Cybersecurity,Palo Alto Networks,US,,Henrik,Security Sales Engineer,Cox,United States,,,www.paloaltonetworks.com,7509726,0,0
m236mkzrrk6uj,Hiroshi,Gao,Staff,Attended,vvbp3bau57ote,FieldDrive Events,BE,hiroshi.gao@fielddrive.com,Registration & Badging Lead,1,Staff,FieldDrive Events,BE,,Hiroshi,Registration & Badging Lead,Gao,Belgium,,,www.fielddrive.com,8847938,0,0
uoys78yp5ssm0,Vikram,Webb,Cybersecurity,Attended,vdl4ycpuukbi7,CrowdStrike,US,vikram.webb@crowdstrike.com,Security Sales Engineer,2,Cybersecurity,CrowdStrike,US,,Vikram,Security Sales Engineer,Webb,United States,,,www.crowdstrike.com,8338497,0,0
yyiir41g20dfx,Ethan,Cooper,Enterprise Software,Attended,vuj5ogqjt4ngy,Oracle,US,ethan.cooper@oracle.com,Customer Success Manager,3,Enterprise Software,Oracle,US,,Ethan,Customer Success Manager,Cooper,United States,,,www.oracle.com,8964560,0,0
4nvv78zoheotb,Kavita,Iyer,Cybersecurity,No show,v1ppqvq1hu3fi,Rapid7,US,kavita.iyer@rapid7.com,CISO,0,Cybersecurity,Rapid7,US,,Kavita,CISO,Iyer,United States,,,www.rapid7.com,8021731,0,0
ofym0tmg2pu2n,Fang,Weber,VC & Private Equity,Attended,vu4h6fq3rwk3o,Andreessen Horowitz,US,fang.weber@a16z.com,Managing Director,3,VC & Private Equity,Andreessen Horowitz,US,,Fang,Managing Director,Weber,United States,,,www.a16z.com,7057376,0,0
p33giunwelajm,Soo-Jin,Bell,Enterprise Software,Attended,v3um94w739v57,Adobe,US,soojin.bell@microsoft.com,Solutions Engineer,3,Enterprise Software,Adobe,US,,Soo-Jin,Solutions Engineer,Bell,United States,,,www.adobe.com,7730677,0,0
pqvczkakj6szx,Margaret,Kim,AI & Data,Attended,vi5n6dbxf9rex,DataRobot,US,margaret.kim@datarobot.com,Data Engineer,2,AI & Data,DataRobot,US,,Margaret,Data Engineer,Kim,United States,,,www.datarobot.com,8090700,0,0
f0miz8qajxhrm,Kavita,Han,Cloud & Infrastructure,Attended,vf6m8wnlephvp,Cloudflare,US,kavita.han@cloudflare.com,Head of Developer Relations,3,Cloud & Infrastructure,Cloudflare,US,,Kavita,Head of Developer Relations,Han,United States,,,www.cloudflare.com,8221558,0,0
czzyagzr64l4y,Aisha,Zheng,Dev Tools & Platforms,Attended,vwp6cbc5tnll5,Temporal,US,aisha.zheng@temporal.io,Developer Advocate,2,Dev Tools & Platforms,Temporal,US,,Aisha,Developer Advocate,Zheng,United States,,,www.temporal.io,7306977,0,0
25m9ferjxmzwq,Sarah,Miller,Hardware & Semiconductors,Attended,vdbdpv4rewmub,Qualcomm,US,sarah.miller@qualcomm.com,System Architecture Engineer,2,Hardware & Semiconductors,Qualcomm,US,,Sarah,System Architecture Engineer,Miller,United States,,,www.qualcomm.com,8364118,0,0
h5n42rlosalsu,Philip,Nielsen,AI & Data,Attended,vl8snw74yrtu7,Palantir Technologies,US,philip.nielsen@palantir.com,Data Engineer,2,AI & Data,Palantir Technologies,US,,Philip,Data Engineer,Nielsen,United States,,,www.palantir.com,7799678,0,0
u15utsu3w90dp,Maria,Thomas,Enterprise Software,Attended,vimrbzn59gmuc,Microsoft,US,maria.thomas@microsoft.com,Staff Software Engineer,2,Enterprise Software,Microsoft,US,,Maria,Staff Software Engineer,Thomas,United States,,,www.microsoft.com,8248082,0,0
rlwp47lz0o158,Catherine,Hall,Cybersecurity,Attended,vj8h19yx6yinw,CrowdStrike,US,catherine.hall@crowdstrike.com,CISO,3,Cybersecurity,CrowdStrike,US,,Catherine,CISO,Hall,United States,,,www.crowdstrike.com,7965079,0,0
ut7p5mz6w3co8,Dewi,Cho,Cybersecurity,Attended,vpe74add0gn7r,Lacework,US,dewi.cho@lacework.com,Security Consultant,4,Cybersecurity,Lacework,US,,Dewi,Security Consultant,Cho,United States,,,www.lacework.com,7577158,0,0
fcqjukurk1ctz,Luca,Turner,IT Consulting & SI,Attended,vgwkidnfe9o1x,TCS,IN,luca.turner@tcs.com,"Partner, Technology Practice",1,IT Consulting & SI,TCS,IN,,Luca,"Partner, Technology Practice",Turner,India,,,www.tcs.com,7129844,0,0
kktbk5p24t9n4,Philip,Torres,Cloud & Infrastructure,Attended,v4fbv46mu62oe,Supabase,US,philip.torres@supabase.com,DevOps Engineer,4,Cloud & Infrastructure,Supabase,US,,Philip,DevOps Engineer,Torres,United States,,,www.supabase.com,7284194,0,0
jngvspj0lxwtr,Sophie,Wilson,IT Consulting & SI,Attended,v1ueiaq3j9x2h,NTT Data,JP,sophie.wilson@nttdata.com,Cloud Migration Specialist,4,IT Consulting & SI,NTT Data,JP,,Sophie,Cloud Migration Specialist,Wilson,Japan,,,www.nttdata.com,8123550,0,0
41ug82z8exrcl,Fazilah,Ferrari,Media/Press,Attended,vic6b0yucqefr,MIT Technology Review,US,fazilah.ferrari@technologyreview.com,Tech Reporter,3,Media/Press,MIT Technology Review,US,,Fazilah,Tech Reporter,Ferrari,United States,,,www.technologyreview.com,8052270,0,0
r9rlqk0pqs2fn,Tao,Davies,IT Consulting & SI,Attended,vukm7y1uvjytm,Accenture,IE,tao.davies@accenture.com,"Solution Architect, Digital",3,IT Consulting & SI,Accenture,IE,,Tao,"Solution Architect, Digital",Davies,Ireland,,,www.accenture.com,7504256,0,0
8cd5n9h32isnk,Shan,Ong,Enterprise Software,Attended,vtkp2pxyw7dqt,Adobe,US,shan.ong@adobe.com,VP of Engineering,2,Enterprise Software,Adobe,US,,Shan,VP of Engineering,Ong,United States,,,www.adobe.com,8338104,0,0
943fwjbuoey6d,Fazilah,Lee,Hardware & Semiconductors,Attended,vrhy1hnxiyyvi,AMD,US,fazilah.lee@amd.com,System Architecture Engineer,1,Hardware & Semiconductors,AMD,US,,Fazilah,System Architecture Engineer,Lee,United States,,,www.amd.com,8296826,0,0
o7rn7uqi62k3l,Kai,Bhatt,Dev Tools & Platforms,Attended,v0w5rxmabl30x,Postman,US,kai.bhatt@postman.com,Head of Developer Relations,3,Dev Tools & Platforms,Postman,US,,Kai,Head of Developer Relations,Bhatt,United States,,,www.postman.com,7256495,0,0
